id,a1,a2,a3,n1,n2,n3,e1,e2,e3,f1,f2,f3,h1,h2,h3,origination,classes,contribution,csat,intent,treatment
24JH3CLB,5,7,5,1,1,1,6,6,6,5,4,4,7,7,7,2017,324,2914.17,4,4,Control
0JRA77GQ,7,5,5,6,5,4,1,1,1,1,1,2,1,2,1,2021,50,419.63,6,4,Ad
H3UONNP4,5,5,5,5,5,5,2,1,2,1,1,1,3,3,3,2021,56,573.7,6,4,Control
IWUFZWM9,5,6,6,4,2,3,2,3,3,1,1,1,1,1,1,2022,27,233.46,6,3,New Product
NYOO2BQ7,7,5,5,7,6,7,5,6,5,6,6,6,7,7,7,2021,80,745.48,3,5,Subscription
BR5FM1DB,7,7,7,2,2,1,4,6,7,6,6,7,6,5,4,2014,351,3099.31,3,6,New Product
SN6K9MI0,6,7,6,1,1,1,7,6,5,7,7,7,6,6,7,2013,520,5097.49,3,5,Ad
XRTPHRTX,4,3,4,4,4,5,3,4,5,3,4,4,7,6,7,2018,180,1752.42,4,5,New Product
7A66EP6V,4,5,5,3,4,4,4,4,4,4,4,4,6,4,5,2021,52,538.29,4,4,Ad
D33EAAL0,4,5,3,4,3,3,5,4,5,7,7,6,7,6,7,2014,279,3230.87,2,4,Control
YG48F25Q,4,5,5,3,2,2,2,3,1,1,1,1,2,2,2,2022,30,289.33,6,4,Control
8WUQOL0H,5,2,5,2,2,2,2,2,1,2,1,1,3,3,3,2021,58,525.6,5,3,Ad
UIKUP592,5,5,5,4,4,5,3,2,3,4,5,5,5,5,5,2021,60,512.93,3,2,Ad
CZ98ECYU,6,6,7,3,3,2,3,3,3,1,2,2,3,2,3,2021,44,385.06,6,4,Ad
74D65TBT,2,3,5,4,2,4,4,4,4,4,5,3,5,5,6,2016,238,2645.7,3,4,Control
X2EV7DCF,7,7,7,7,5,4,3,3,3,3,3,2,3,3,3,2022,30,291.7,6,3,New Product
ASVLMLEE,7,7,7,3,2,1,5,5,5,5,7,7,6,7,6,2013,550,5046.77,3,5,Ad
KO6YUZYS,4,4,2,5,4,4,3,4,2,5,4,3,7,7,7,2018,145,1677.03,3,5,New Product
LPT1RRFW,6,6,5,4,4,5,6,6,6,6,4,4,7,7,7,2019,148,1740.56,4,5,New Product
1GLGD54X,6,7,6,3,3,2,6,6,6,6,6,5,7,6,5,2014,297,3267.07,4,6,New Product
BLIVA3BH,5,6,7,4,3,4,4,5,5,5,5,5,6,5,4,2022,36,376.28,4,4,Ad
06G2O2WI,1,2,2,3,2,3,4,4,4,5,6,4,7,7,7,2022,29,330.03,2,3,Subscription
ZN58NDC6,5,5,6,5,5,6,5,5,6,7,6,7,7,7,7,2019,116,1305.32,2,5,Subscription
K2PRFDVL,6,7,7,5,4,5,5,6,5,3,3,4,5,3,4,2021,20,176.53,5,4,Subscription
54V0IB13,6,5,5,6,5,6,5,6,5,7,6,5,6,6,6,2023,28,334.18,3,5,Subscription
Y4DA0ETE,5,4,6,2,2,3,2,2,1,1,1,1,2,3,3,2022,24,214.26,6,4,Ad
FNTPHD4J,6,5,4,1,1,1,4,4,4,6,5,6,7,7,7,2015,392,4482.6,3,3,Subscription
Y98SC45F,5,7,5,3,2,1,6,5,5,7,7,6,5,5,5,2015,304,3423.46,2,5,Control
NFKUPTEG,7,7,6,1,2,1,5,6,6,5,5,5,7,7,6,2013,360,4003.05,4,5,Control
JTL73K4T,4,6,6,5,4,4,2,1,1,1,1,1,1,1,1,2021,48,412.5,6,3,Control
6KMKKTW0,6,7,5,1,1,1,6,6,6,7,7,7,5,6,5,2016,301,3363.9,2,5,New Product
VBAYGD5F,5,4,5,4,4,5,4,5,4,7,6,6,7,7,7,2021,78,888.66,2,5,New Product
QW6834BQ,6,5,7,4,4,3,1,2,2,1,1,1,2,2,3,2022,22,216.31,6,4,Ad
5HSA68IC,7,5,5,3,4,3,2,2,3,1,1,1,2,2,1,2022,32,305.02,6,3,Subscription
OLDVMGUN,7,7,7,1,1,1,6,6,7,5,4,4,6,6,5,2016,140,1443.81,5,5,Subscription
4YBQNS3M,2,2,3,3,3,3,4,4,4,4,3,2,7,6,6,2023,29,375.72,4,4,Control
H1WGU31B,6,7,6,6,4,5,5,6,6,6,7,7,7,7,6,2019,112,1238.22,3,6,New Product
F68YW070,2,3,3,3,2,3,3,3,2,4,5,3,6,6,6,2020,93,1096.51,3,4,Ad
FK11IE8I,4,5,3,5,4,5,4,5,3,3,4,3,7,6,5,2017,210,2035.75,4,3,Control
POIPSP13,5,4,4,5,5,5,4,4,3,4,5,4,6,5,6,2023,29,332.1,4,5,Subscription
8NCD8D2S,7,6,7,4,3,4,1,2,1,3,4,5,4,4,4,2021,42,419.17,4,5,Subscription
H1YRDAEO,5,5,4,3,2,3,3,3,2,5,6,5,5,4,5,2021,74,749.41,3,4,New Product
1S7T38UP,7,7,6,1,1,1,6,6,6,4,3,4,7,7,7,2016,364,3964.67,5,6,Subscription
CPEWK4Z9,7,7,5,1,1,1,5,5,6,6,6,7,4,4,5,2014,459,4905.78,3,4,Subscription
NG7MTRFD,6,4,5,3,3,4,2,4,2,3,3,3,2,3,3,2022,24,226.98,4,4,Subscription
K8VM8JVS,6,6,7,4,4,5,3,4,4,3,3,3,1,1,2,2022,29,236.79,5,3,Subscription
B92LU3YI,4,5,5,5,3,5,3,2,2,4,4,4,5,6,5,2017,156,1582.32,4,4,New Product
96LVHUNS,6,6,7,4,3,6,4,4,4,2,2,3,2,3,3,2022,30,261.39,6,5,Control
SAMLK0YW,5,6,6,4,4,5,1,2,1,2,2,2,3,3,2,2021,64,500.29,5,4,Ad
55456W0I,5,5,5,2,2,2,2,1,1,1,1,1,2,2,2,2021,46,384.3,6,4,Subscription
6VZLYADK,6,7,6,2,1,1,6,6,5,6,4,4,6,5,5,2016,336,3599.43,4,5,Ad
N2C419RF,7,7,7,2,2,1,7,7,7,7,7,7,7,7,7,2016,329,3679.64,3,5,Ad
EQ3077GY,2,3,2,2,1,1,3,3,2,2,3,1,5,5,5,2021,64,735.59,4,4,Ad
2GEJT1DD,5,6,4,4,5,4,3,4,4,5,5,5,7,7,7,2018,160,1813.22,3,5,Control
H64SKGHN,5,5,5,4,3,3,2,1,1,2,1,3,2,1,1,2022,31,277,5,2,Control
00DI6YBP,5,7,6,1,1,1,5,6,6,5,6,5,7,7,7,2018,180,2086.02,4,4,Subscription
4A3QGZSE,6,6,7,4,3,3,3,2,2,3,3,3,1,1,1,2021,32,285.92,5,4,Ad
EQGPE345,5,6,5,1,1,1,7,5,7,6,7,6,5,5,5,2013,330,3877.02,3,4,Subscription
FV83JMET,3,3,4,5,5,4,3,4,4,2,2,3,7,7,7,2021,92,1015.74,5,5,Subscription
VTV4OZ68,7,7,7,4,4,2,7,7,7,6,6,4,6,5,6,2015,360,3733.05,4,5,New Product
34C2RPLJ,5,3,5,3,4,6,4,5,4,4,3,3,5,5,3,2015,288,3107.14,4,5,Ad
PN9CLQQW,5,5,5,2,2,2,1,1,1,1,1,1,1,1,1,2021,58,494.01,6,3,Subscription
0I066BMT,6,7,6,1,1,1,6,6,5,7,6,6,5,6,5,2014,360,3668.26,3,4,Control
8YT6FLOW,2,3,1,1,1,1,2,3,2,6,6,5,6,6,5,2018,175,1819.67,1,5,New Product
GIA0T5FH,7,6,7,4,4,4,2,3,2,3,1,2,2,2,2,2022,20,184.19,6,4,New Product
32KTBQNT,7,7,7,2,2,1,6,6,5,5,5,5,5,5,5,2014,306,3510.29,4,5,Subscription
B3FYDI50,7,7,6,6,6,6,6,6,7,5,6,5,6,5,5,2020,129,1444.89,4,5,Control
QFRXZ8TY,6,6,6,5,5,4,2,2,3,2,1,3,4,2,3,2022,27,268.73,6,2,Control
WMAGYOX8,6,6,5,4,4,3,2,2,1,1,1,1,4,5,5,2022,31,301.59,6,3,Subscription
1LZIKK60,7,7,6,1,2,1,5,6,7,7,7,6,6,7,6,2015,392,4257.32,3,4,Control
WCZ8HIGT,5,6,7,4,3,3,3,3,3,4,3,4,5,5,5,2021,50,427.2,5,4,Ad
VKFBPCK5,5,4,4,1,2,1,2,2,2,1,1,1,2,2,1,2022,41,363.82,6,3,Subscription
KNDIDC75,6,7,6,3,1,1,5,6,6,5,6,6,5,6,5,2015,384,3749.41,3,5,Subscription
1XYXKAC2,6,5,6,3,4,5,4,5,4,3,2,4,3,4,4,2021,60,570.27,5,4,Subscription
22QW5AXA,7,5,7,5,5,6,3,3,2,1,1,1,4,4,3,2022,25,236.87,7,4,New Product
3IHQHGWE,5,5,6,3,3,2,2,2,2,1,1,1,3,3,3,2022,24,214.94,6,4,New Product
JDBX4MU6,3,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2021,48,389.53,4,2,Subscription
8WWYKZEE,7,7,7,5,5,6,5,6,6,6,7,7,7,7,6,2022,39,417.28,3,4,Control
RMY8FEIA,4,6,4,1,1,1,6,6,6,5,6,5,6,7,7,2015,472,4795.57,3,4,Subscription
0H72BN3Q,5,5,5,4,4,5,6,5,5,7,7,7,7,7,7,2020,111,1135.81,2,5,Control
5FN4SL7G,7,7,6,4,2,1,7,7,7,6,5,5,7,7,7,2016,525,4811.22,4,6,Control
X4CZX47W,7,7,6,1,1,1,5,5,6,5,4,5,7,6,6,2013,330,3703.95,4,4,Subscription
66SL78VU,5,3,6,1,1,2,1,1,1,1,1,1,1,1,1,2021,42,370.94,5,3,Control
IEH8ARHS,4,4,6,3,1,3,1,2,1,1,1,1,1,1,2,2021,46,375.99,6,3,Subscription
6NTR3GR8,7,7,7,2,2,1,5,5,6,6,6,7,5,6,5,2018,270,2556.66,3,4,New Product
T6H0MPIS,6,6,5,6,5,5,3,4,4,4,5,4,5,5,5,2020,114,1455.04,4,5,New Product
RYEQYRGL,4,5,4,6,5,6,4,4,4,7,7,7,7,7,7,2019,132,1530.14,2,5,Subscription
CRADVZR3,5,5,5,4,2,3,1,1,1,2,2,2,2,2,3,2022,19,149.19,5,3,Control
1SA4HWCE,5,5,6,3,4,3,2,2,2,1,1,1,3,1,2,2021,58,519.58,6,3,Control
NP5NQNSI,5,6,5,6,4,7,5,5,4,5,5,5,7,7,7,2023,30,311.65,4,5,Ad
LEVSV45T,3,4,4,4,3,3,3,4,4,2,3,3,7,7,7,2022,35,349.15,5,4,Subscription
8FYOSOTN,7,7,7,2,1,1,7,7,7,5,6,4,4,5,6,2013,530,5468.41,4,5,New Product
8U26E86C,4,3,5,5,4,5,3,4,3,3,4,4,7,7,7,2015,288,3288.59,4,4,Control
V08Q0KD4,6,6,5,3,3,3,3,3,3,3,1,1,5,4,3,2022,29,242.51,6,3,Control
BOCPJJH1,4,4,4,3,4,4,5,5,4,2,3,3,5,5,5,2020,111,1303.46,5,5,Ad
KMOQLKAL,7,7,7,4,4,4,3,3,3,2,1,2,2,1,2,2021,56,454.59,6,5,Ad
SUWC157P,7,7,6,2,2,1,6,6,6,6,5,5,7,7,7,2021,70,604.83,4,5,New Product
62DN46AX,6,6,6,4,3,3,1,2,2,2,1,3,1,1,1,2021,68,664.79,5,3,Ad
WQEU8JNX,6,4,4,3,3,3,1,1,1,1,1,1,1,1,1,2022,27,276.39,6,4,New Product
LCQU2OED,7,5,5,5,6,5,2,3,2,1,1,2,3,2,3,2021,68,604.15,6,2,New Product
VYF42H9O,5,6,6,3,4,4,1,1,1,1,1,1,2,1,2,2021,52,494.91,6,4,New Product
70M15HGC,7,6,5,4,5,4,2,2,2,1,1,1,2,3,2,2021,44,403.06,6,4,New Product
XQTVPNIR,6,7,5,1,1,1,6,7,7,7,7,7,7,7,7,2016,336,2815.09,3,5,Subscription
84YN05SH,7,7,6,2,3,2,7,6,7,5,6,6,7,7,7,2013,480,4756.06,4,5,New Product
WQX1DLVL,5,4,6,4,3,4,3,2,3,2,1,2,4,4,4,2021,66,553.71,6,4,New Product
Y6FKO5AZ,3,4,4,3,3,5,5,3,4,3,3,1,5,5,5,2015,280,3136.19,5,5,Control
YCMH8N63,4,4,5,3,3,3,3,2,1,3,1,1,1,2,3,2021,50,439.06,5,3,Control
AUFPM282,5,6,6,4,5,6,6,6,6,6,5,5,7,7,7,2021,86,1103.61,4,6,New Product
PB7JLD3R,5,4,4,1,1,1,1,2,1,1,1,1,1,1,1,2022,25,203.12,5,3,Subscription
W6PB2ALF,6,4,6,4,3,3,3,3,2,1,2,2,1,3,4,2022,19,172.23,6,4,Control
89CFLT1B,6,7,6,4,4,4,2,2,2,3,5,3,2,1,2,2021,62,541.49,4,4,Ad
4A11GZ5N,4,4,3,3,1,3,4,4,3,5,5,4,5,5,5,2023,28,273.2,3,3,Ad
P3LQD5YI,5,7,3,4,5,5,4,2,3,5,6,4,6,5,6,2015,248,2718.85,3,5,New Product
BR63G76M,6,7,7,5,3,3,7,6,6,7,6,6,7,7,7,2016,231,2054.28,3,5,Control
WXSEMBC9,2,2,3,3,2,4,3,3,2,3,3,2,5,5,5,2022,37,456.47,4,4,New Product
P3OTDL81,4,6,4,1,1,1,5,4,5,6,6,5,7,6,7,2014,441,4638.46,3,3,Control
9TMUQCHY,3,4,2,4,3,3,5,4,5,4,4,3,2,1,2,2022,41,476.84,3,3,Ad
8Z8NFSF3,5,3,6,1,2,3,2,1,1,1,1,1,3,4,3,2022,16,148.74,6,3,Subscription
QYNM9MUV,6,5,6,4,3,3,2,2,1,1,1,1,1,2,3,2021,54,496.92,6,5,Subscription
Q2PXQMPN,5,6,6,4,5,4,2,3,2,3,2,3,2,3,3,2021,58,550.28,5,3,Ad
DDMC7WD4,6,4,4,5,4,6,4,5,4,2,1,2,6,7,7,2012,363,4064.18,6,5,New Product
JTKGI0IS,5,4,4,2,1,1,1,1,1,1,1,2,1,1,1,2021,48,477.22,5,2,Control
EHR703U6,6,7,5,2,2,1,7,7,7,7,6,7,7,7,7,2014,333,3302.28,3,4,Control
1C7LSA4I,5,5,4,4,4,4,4,3,4,3,4,3,5,4,3,2022,37,429,4,5,Subscription
74U0HBKA,3,3,4,5,3,5,4,4,3,3,3,2,4,4,5,2017,174,1902.37,4,3,Subscription
Z4NSRPZS,5,6,6,1,1,1,7,5,6,4,3,4,6,6,7,2014,513,5544.75,5,4,Ad
UK0YWB30,3,4,3,3,3,3,5,5,4,4,6,3,5,4,6,2021,66,681.46,3,4,New Product
T7W0KCQE,3,2,3,1,1,1,3,2,1,5,5,3,5,6,5,2020,99,1053.35,2,3,Subscription
9ZEW1NLD,7,7,6,2,3,2,7,7,7,7,7,7,7,7,7,2013,350,4008.22,3,6,New Product
8NGAEMY9,4,5,6,3,3,3,1,1,3,3,3,3,6,5,5,2021,60,545.91,4,4,Ad
WI0RC5VB,6,4,6,3,5,4,1,2,1,1,1,1,2,3,3,2022,24,206.18,6,3,Control
UBSPC0Y2,3,4,4,2,1,2,4,4,3,6,5,4,6,6,7,2019,124,1445.76,3,4,Subscription
BUJZQ03K,6,4,5,4,3,3,1,1,1,1,1,1,1,2,2,2022,29,265.22,6,4,Subscription
RHZLPG5L,5,3,3,3,4,3,4,3,4,4,6,4,7,7,6,2022,33,337.99,3,5,Control
UPR1ZT3U,7,7,6,3,2,3,7,7,7,7,7,7,7,7,7,2013,570,5209.55,3,5,Control
1ZOQUZUY,7,7,7,5,6,6,3,4,3,4,4,5,3,5,4,2021,64,588.88,5,4,New Product
TXKNYN3S,4,3,5,4,5,4,2,2,1,1,1,1,2,2,2,2021,52,510.05,5,3,Ad
3OXX34KK,7,7,6,1,1,1,6,7,7,6,5,7,7,7,7,2018,235,2945.33,4,4,Ad
HYCA4AFB,5,4,5,5,4,3,2,3,2,1,1,1,1,2,2,2022,28,258.39,6,3,New Product
TD22UGD3,6,6,6,4,4,4,1,2,1,1,1,1,1,1,2,2021,58,485.45,6,3,Control
PJ7DA5ZM,6,6,6,1,1,1,3,4,3,5,4,3,6,6,6,2014,549,6048.05,4,6,Ad
YEWHNV6S,6,5,5,6,5,5,5,6,4,5,6,5,4,6,6,2021,96,865.01,3,5,New Product
8IUDPCDU,6,7,6,1,1,1,7,7,7,7,6,7,5,6,6,2019,140,1524.2,3,5,New Product
35HQZP3W,6,5,5,5,4,5,3,2,2,2,4,3,4,3,4,2022,24,221.15,5,3,Subscription
MCLKS835,4,5,5,3,2,3,1,1,1,3,2,4,4,3,4,2022,33,303.72,4,3,Control
M4K08M8T,3,3,4,4,5,4,3,3,3,4,5,5,7,6,6,2015,168,1843.39,3,6,New Product
B3LRK3XQ,3,4,4,4,3,4,4,4,5,6,6,4,7,6,7,2018,145,1788.12,2,5,Ad
8YFXNZTJ,7,7,7,4,3,3,7,7,7,7,7,7,7,7,7,2013,620,5961.76,3,4,Ad
9LVAXBUE,7,7,6,1,1,1,7,7,7,7,6,7,7,7,7,2014,450,5556.27,3,5,Control
A79N5Y6Z,7,7,7,1,1,1,6,6,7,5,7,6,6,6,5,2014,468,5052.86,4,5,Ad
BH16UZ20,5,5,5,4,3,4,1,2,1,3,3,3,2,1,1,2022,34,323.5,4,3,Subscription
0FWEIMGH,7,7,7,4,4,4,4,3,3,4,2,2,4,3,3,2022,26,189.06,6,4,Subscription
TF1MPS0S,6,5,6,4,4,4,4,3,3,1,1,1,3,2,3,2021,40,338.02,6,3,Control
YW8MCT0Y,7,7,7,3,3,1,6,6,6,6,7,5,7,7,7,2015,432,4324,4,4,New Product
GICHBAKR,5,5,7,4,3,4,2,2,2,1,1,1,1,1,2,2021,48,419.93,6,3,Ad
J8BEOH2Q,6,6,5,1,1,1,6,6,6,6,5,5,7,6,6,2013,530,4901.22,3,5,New Product
QRR5ZEZ6,5,7,5,1,1,1,5,5,5,6,6,6,7,7,7,2014,468,4803.54,3,4,New Product
YDSHZYSW,6,6,7,4,4,4,2,2,2,4,3,3,5,4,4,2021,56,471.03,5,4,Control
DEE554XG,7,7,6,3,3,4,3,3,2,2,2,3,1,3,3,2021,48,413.24,6,3,Subscription
H1YD0PT7,7,7,7,6,4,4,2,3,3,1,1,1,3,2,2,2021,52,438.31,7,4,Ad
IKSKODJE,5,4,4,2,2,2,6,5,4,6,6,4,6,6,6,2021,76,831.62,3,4,Control
ZKVEO7PN,7,6,6,4,4,5,5,4,3,4,6,4,3,4,4,2021,68,871.59,4,5,Control
EJ1MQGGW,7,7,5,1,1,1,5,6,7,6,5,5,7,7,7,2015,304,3100.31,4,4,Subscription
ICRL6XJ6,7,7,7,1,1,1,7,6,7,6,5,6,7,7,7,2015,248,2600.17,4,5,New Product
O8VS7NEP,5,7,6,1,1,1,7,6,7,7,7,6,7,7,7,2014,225,2332.95,3,5,Control
F7UNVRSR,3,4,5,6,3,4,2,4,3,4,4,4,6,6,6,2021,62,578.95,3,5,New Product
7A19KCWR,7,6,7,6,4,4,2,3,2,2,1,3,2,2,3,2021,54,495.24,6,5,New Product
4H1XMTUC,3,4,4,2,1,1,1,1,1,2,1,1,2,1,2,2022,27,258.4,5,4,New Product
PBLFTISV,6,5,7,3,3,3,3,4,2,2,2,2,2,2,2,2022,28,256.91,6,4,Ad
8JUYHH7E,7,7,6,3,4,3,1,1,1,1,1,1,2,1,1,2021,66,595.26,6,3,Ad
VU074TWU,7,7,7,3,1,1,7,6,5,7,7,7,5,5,7,2013,660,7150.97,3,5,Subscription
UCN13AJ6,7,6,7,3,3,3,1,1,1,1,1,1,1,1,1,2022,30,281.9,6,4,Subscription
BYQVCPX5,5,5,6,5,5,4,2,3,2,2,1,3,4,3,4,2021,58,577.24,5,4,Control
UX8P1567,5,5,4,5,3,5,4,4,4,4,5,4,7,7,6,2019,136,1405.84,4,4,Control
4ABB52U2,7,6,6,4,3,2,1,2,1,2,3,1,1,1,2,2022,25,225.58,6,4,Control
Q580W58A,4,7,4,1,1,1,5,5,7,5,6,7,7,7,6,2016,322,3159.89,3,5,New Product
AKAVAXBB,6,7,6,1,1,1,7,6,7,6,6,6,7,7,7,2016,252,2717.43,4,4,Ad
8EHGSPO8,5,5,6,4,4,3,1,1,1,2,1,2,4,4,3,2022,24,209.38,5,4,New Product
6YOW8QEE,4,4,3,4,3,4,3,3,3,5,6,5,5,6,5,2022,31,293.62,2,4,Control
UU1PLUCG,5,6,6,5,5,6,7,6,7,5,5,5,7,7,7,2019,136,1723.21,4,5,Ad
MINV8I6D,5,4,6,4,5,5,5,5,5,6,6,6,7,7,7,2020,129,1303.49,3,4,Subscription
MWTASGAO,2,4,3,4,3,4,5,3,4,6,6,5,7,6,7,2019,192,2073.95,2,4,Ad
VL2AB5X0,6,5,5,3,5,5,5,5,5,6,5,4,7,7,7,2017,198,2576.75,4,3,New Product
HZZSHE2T,4,5,4,1,1,1,7,7,6,7,5,5,7,7,6,2014,279,2914.26,3,4,Subscription
4BEEKR0R,7,4,7,5,4,4,3,3,2,2,1,2,2,2,2,2021,54,482.45,6,4,New Product
PL2Z3K99,7,7,7,1,2,1,6,6,6,7,7,7,7,6,6,2016,490,5521.29,3,5,Control
NZE1F8FD,5,7,6,3,2,1,6,6,6,6,6,6,5,5,6,2014,279,2918.74,3,5,Subscription
KQ5884ZX,6,7,6,3,2,1,6,5,6,7,7,7,6,5,5,2017,288,2992.56,3,5,Control
A72BXYVR,3,3,3,2,3,4,3,4,4,1,2,1,4,3,4,2022,40,453.44,5,5,Control
UM214TTF,5,5,3,5,6,6,3,5,4,5,6,4,7,7,7,2020,93,1154.07,3,4,Control
3N8WGSP8,4,4,6,5,5,5,3,4,5,6,7,6,7,7,6,2021,62,591.25,2,5,Ad
KGMKRV0J,5,5,4,5,5,5,5,5,5,5,5,6,7,7,7,2015,256,2852.72,3,5,New Product
FO26BAMY,5,4,4,4,4,4,5,5,4,5,4,4,5,5,4,2023,27,275.38,4,5,New Product
O16IWTNW,5,6,4,1,1,1,5,5,6,7,6,7,6,7,7,2016,301,3250.99,2,4,Subscription
N8UWD634,6,5,4,5,5,5,4,3,3,5,5,4,6,6,6,2019,136,1557.99,3,4,Ad
KOJYRWZ6,7,7,7,3,3,3,7,6,7,7,7,7,7,7,7,2013,730,7526.25,3,6,Control
DQXQRAG2,7,7,7,3,3,3,6,7,6,7,7,7,7,7,6,2014,495,5802.76,3,6,Ad
R9ZO2K40,6,5,5,3,3,4,2,2,2,2,1,3,2,2,2,2021,64,608.23,5,3,Ad
CIYVB5J2,3,6,6,1,1,1,6,6,7,5,5,6,7,7,7,2015,344,3723.67,3,5,Control
JE3OL1BK,4,4,5,2,1,1,1,2,1,1,1,2,1,1,1,2022,22,179.81,5,4,Subscription
DSQKC5OI,5,6,6,5,3,5,4,4,5,4,4,4,5,4,4,2017,228,2162.24,4,5,New Product
XJRV0HY1,6,7,5,2,2,2,7,6,7,7,7,6,6,6,5,2014,549,5748.88,3,5,Ad
HQZIMJEK,5,4,5,1,2,1,2,1,2,2,1,1,1,1,1,2021,56,522.91,5,3,Control
F3NR30KC,6,7,7,2,1,1,6,5,6,7,6,6,6,7,6,2013,430,4872.28,3,4,Ad
OHF9FFU8,7,6,7,5,5,5,4,4,3,3,2,3,4,5,4,2022,26,226.5,6,5,New Product
GHI1B9Z2,6,7,6,2,1,1,7,6,7,6,6,6,7,7,7,2017,264,2460.76,4,5,Subscription
5B60Y1XZ,5,7,5,1,1,1,4,4,5,5,6,5,6,6,6,2015,464,4819.19,3,4,Subscription
G8Q6RMZH,4,5,5,2,1,3,5,5,5,7,7,7,7,7,7,2021,62,682.41,2,4,Subscription
VU2W6H8A,3,2,3,1,1,1,1,1,1,2,1,3,3,3,2,2021,58,468.23,4,3,Subscription
SW93NNIS,7,6,7,5,4,5,3,3,2,4,3,3,2,2,2,2022,25,240.72,5,5,Ad
JM5GOU6G,6,7,7,1,1,1,6,6,6,7,6,5,5,6,5,2013,280,3079.47,3,4,Subscription
DO520UFK,3,3,3,4,3,5,5,5,3,7,7,7,7,7,7,2023,12,128.34,1,5,New Product
Q3EMS7DT,4,5,7,3,2,3,5,4,5,5,5,4,7,7,7,2020,108,1072.25,4,5,New Product
HPXWLNNS,5,4,4,3,2,3,2,1,1,1,1,1,1,1,1,2022,28,227.47,5,4,Ad
UXD54O9J,7,7,6,4,4,4,7,7,7,7,7,6,6,5,7,2016,329,3533.57,3,6,New Product
W4ICVO3J,7,7,6,2,2,1,6,7,7,7,7,7,7,7,6,2014,477,3973,3,5,New Product
2W6WDF6A,6,5,7,4,3,4,2,3,1,1,1,1,2,3,3,2021,46,400.78,6,3,Control
O4AH0UK1,3,3,4,1,1,1,1,1,2,1,1,1,3,3,4,2021,46,414.55,5,3,Ad
F8O9DW7L,7,7,7,3,1,1,7,6,7,7,7,7,7,7,7,2013,420,4557.38,3,4,Control
YZ5BJIKO,6,6,7,5,4,4,3,3,3,2,1,2,4,4,5,2022,23,213.87,6,4,New Product
63FANKJ4,7,5,7,4,5,4,3,4,3,5,4,4,6,6,6,2021,34,317.39,4,4,Subscription
L9RUVFEH,7,7,7,5,6,5,2,3,3,2,2,2,2,2,2,2021,42,422.52,6,4,Ad
1Z7EJWB8,3,5,4,5,4,5,3,5,5,3,3,3,4,3,4,2022,43,516.57,4,4,New Product
UHFR5SE0,2,3,4,5,4,5,4,3,4,4,3,3,7,6,6,2021,74,849.52,4,4,Subscription
SIWWRF6D,5,3,5,3,4,2,2,1,2,2,2,1,5,4,3,2022,27,229.68,5,4,New Product
2B8BTZM3,5,5,4,4,3,3,3,4,4,3,2,3,7,6,6,2017,162,1813.32,5,5,New Product
RG4K57TT,4,3,4,4,5,4,5,5,5,3,4,1,7,7,7,2016,280,3434.94,5,4,Subscription
JWAKG81L,6,6,6,1,1,1,6,6,5,7,7,6,6,7,6,2013,460,4476.58,3,5,Control
SNHZ6GE8,4,5,3,4,3,3,5,5,5,6,7,6,7,7,7,2022,38,373.03,2,4,Ad
C7S8HMNE,6,6,6,2,2,2,5,6,6,7,5,7,4,4,4,2013,570,5520.55,3,4,Ad
Q9AAYA5B,6,7,6,2,1,1,6,6,6,7,7,7,6,5,7,2015,440,3985.77,3,5,New Product
OT72BAAY,2,4,3,2,2,2,4,4,4,4,5,5,6,5,5,2021,68,682.84,3,3,Control
GPAQMFB0,5,7,5,1,1,1,6,6,7,5,4,5,6,6,6,2013,320,3035.11,4,6,Control
C7R2436S,7,7,6,2,3,1,7,7,7,6,5,7,7,7,6,2013,350,3703.21,4,5,Control
KWJN5A1S,5,6,4,5,2,2,1,2,1,2,1,3,2,3,4,2021,44,368.52,5,3,Ad
DIS9G880,6,5,5,2,2,2,1,1,1,1,1,1,1,1,1,2022,29,240.21,6,3,Subscription
J7E3VRTR,5,5,5,3,2,2,1,1,1,1,1,2,3,2,1,2021,54,481.07,5,1,Ad
EOYZ5SVZ,4,5,6,4,4,3,2,4,2,4,3,2,5,4,4,2017,270,3048.83,4,3,Subscription
C3D1POPG,7,5,7,5,5,5,1,3,2,1,1,1,1,2,2,2021,48,418.55,6,4,Ad
7GJDMQMI,4,4,4,3,3,3,3,3,4,4,3,4,5,5,5,2019,136,1384.01,4,4,Subscription
49WRZOAS,6,7,6,1,1,1,7,6,7,7,7,6,6,5,6,2014,324,3164.79,3,5,Ad
30LR483T,2,3,3,3,1,2,4,5,4,3,3,2,5,6,7,2013,360,3154,4,5,New Product
7QXRV5RV,7,7,6,2,1,1,6,6,7,6,5,5,7,7,7,2015,360,4002.88,4,5,Subscription
FESFC4UX,6,7,5,2,1,1,7,7,7,6,7,6,7,7,7,2016,329,2937.25,3,5,New Product
5LMFKY8B,4,7,4,4,3,3,4,4,4,3,3,3,7,5,6,2016,217,2390.88,5,4,Ad
VRQHLGHA,5,6,5,6,4,5,4,4,5,6,4,5,6,5,5,2019,156,1986.3,3,5,New Product
E1PVPN5C,7,7,6,1,1,1,7,6,7,7,7,6,7,7,7,2014,378,4188.6,3,5,Control
DJN9B967,4,4,3,4,4,5,2,4,3,4,3,3,4,4,5,2016,224,2408.7,4,3,Ad
